"Var1","Var2","CSEdistance","lat1","long1","lat2","long2","Pop1_cluster","Pop2_cluster"
"24-KIL","33-AP",0.309436378247845,2.7403,32.9502,1.9756,32.5386,"north","north"
"21-KT","33-AP",0.440043899287952,3.1709,32.8049,1.9756,32.5386,"north","north"
"22-OMI","33-AP",0.353759795012639,3.0113,32.7323,1.9756,32.5386,"north","north"
"12-OLO","33-AP",0.400576520171722,3.4016,32.011,1.9756,32.5386,"north","north"
"26-OG","33-AP",0.300737729389017,2.4384,32.9124,1.9756,32.5386,"north","north"
"10-PAG","33-AP",0.394665688132731,3.3777,31.994,1.9756,32.5386,"north","north"
"31-ACA","33-AP",0.337557333679372,2.2699,32.5209,1.9756,32.5386,"north","north"
"20-TUM","33-AP",0.34120361469917,3.2421,32.7608,1.9756,32.5386,"north","north"
"08-MY","33-AP",0.424447161821823,3.6828,31.727,1.9756,32.5386,"north","north"
"15-NGO","33-AP",0.414542504902311,3.6687,32.5914,1.9756,32.5386,"north","north"
"02-GAN","33-AP",0.447446701308438,3.2521,31.1231,1.9756,32.5386,"north","north"
"01-AIN","33-AP",0.42450181280602,3.3044,31.1191,1.9756,32.5386,"north","north"
"18-BOL","33-AP",0.355547197437766,3.2934,32.7822,1.9756,32.5386,"north","north"
"17-LAG","33-AP",0.42335375787982,3.4407,32.8529,1.9756,32.5386,"north","north"
"25-CHU","33-AP",0.302676159900789,2.6069,32.9379,1.9756,32.5386,"north","north"
"28-AKA","33-AP",0.280501622675028,2.3722,32.6757,1.9756,32.5386,"north","north"
"03-DUK","33-AP",0.434451378563832,3.2671,31.1352,1.9756,32.5386,"north","north"
"07-OSG","33-AP",0.406450154145527,3.211,31.7253,1.9756,32.5386,"north","north"
"30-OLE","33-AP",0.275350016906076,2.3555,32.7159,1.9756,32.5386,"north","north"
"14-OKS","33-AP",0.371959079528308,3.2599,32.2241,1.9756,32.5386,"north","north"
"09-ORB","33-AP",0.439532935314997,3.6922,31.7799,1.9756,32.5386,"north","north"
"32-APU","33-AP",0.272351215952901,2.0794,32.6762,1.9756,32.5386,"north","north"
"01-AIN","36-UGT",0.441809825920798,3.3044,31.1191,1.9081,33.1602,"north","north"
"30-OLE","36-UGT",0.289644943761306,2.3555,32.7159,1.9081,33.1602,"north","north"
"25-CHU","36-UGT",0.253021882588142,2.6069,32.9379,1.9081,33.1602,"north","north"
"33-AP","36-UGT",0.335816584159823,1.9756,32.5386,1.9081,33.1602,"north","north"
"19-KTC","36-UGT",0.385378819797194,3.2823,32.8232,1.9081,33.1602,"north","north"
"26-OG","36-UGT",0.21173591647279,2.4384,32.9124,1.9081,33.1602,"north","north"
"32-APU","36-UGT",0.253668553537615,2.0794,32.6762,1.9081,33.1602,"north","north"
"31-ACA","36-UGT",0.392662341748973,2.2699,32.5209,1.9081,33.1602,"north","north"
"10-PAG","36-UGT",0.429219360622337,3.3777,31.994,1.9081,33.1602,"north","north"
"14-OKS","36-UGT",0.381652141595147,3.2599,32.2241,1.9081,33.1602,"north","north"
"17-LAG","36-UGT",0.446028084770161,3.4407,32.8529,1.9081,33.1602,"north","north"
"15-NGO","36-UGT",0.418744719607439,3.6687,32.5914,1.9081,33.1602,"north","north"
"20-TUM","36-UGT",0.331674941584481,3.2421,32.7608,1.9081,33.1602,"north","north"
"12-OLO","36-UGT",0.427565710554069,3.4016,32.011,1.9081,33.1602,"north","north"
"27-OCA","36-UGT",0.328580503067601,2.4272,32.6285,1.9081,33.1602,"north","north"
"03-DUK","36-UGT",0.44051996783774,3.2671,31.1352,1.9081,33.1602,"north","north"
"08-MY","36-UGT",0.419448167160943,3.6828,31.727,1.9081,33.1602,"north","north"
"28-AKA","36-UGT",0.304555229580631,2.3722,32.6757,1.9081,33.1602,"north","north"
"02-GAN","36-UGT",0.446325077135102,3.2521,31.1231,1.9081,33.1602,"north","north"
"22-OMI","36-UGT",0.351245955736893,3.0113,32.7323,1.9081,33.1602,"north","north"
"24-KIL","36-UGT",0.30157191473751,2.7403,32.9502,1.9081,33.1602,"north","north"
"07-OSG","36-UGT",0.426447382760423,3.211,31.7253,1.9081,33.1602,"north","north"
"09-ORB","36-UGT",0.439453044935837,3.6922,31.7799,1.9081,33.1602,"north","north"
"21-KT","36-UGT",0.441238533012806,3.1709,32.8049,1.9081,33.1602,"north","north"
"18-BOL","36-UGT",0.333877034959961,3.2934,32.7822,1.9081,33.1602,"north","north"
"22-OMI","37-OT",0.390448100309541,3.0113,32.7323,1.8767,33.2557,"north","north"
"10-PAG","37-OT",0.432249408556891,3.3777,31.994,1.8767,33.2557,"north","north"
"24-KIL","37-OT",0.335193855388871,2.7403,32.9502,1.8767,33.2557,"north","north"
"09-ORB","37-OT",0.452800821436192,3.6922,31.7799,1.8767,33.2557,"north","north"
"08-MY","37-OT",0.435195969649639,3.6828,31.727,1.8767,33.2557,"north","north"
"36-UGT","37-OT",0.235715938138577,1.9081,33.1602,1.8767,33.2557,"north","north"
"17-LAG","37-OT",0.430264723159289,3.4407,32.8529,1.8767,33.2557,"north","north"
"28-AKA","37-OT",0.326708996861797,2.3722,32.6757,1.8767,33.2557,"north","north"
"03-DUK","37-OT",0.440497010892925,3.2671,31.1352,1.8767,33.2557,"north","north"
"32-APU","37-OT",0.312873868815424,2.0794,32.6762,1.8767,33.2557,"north","north"
"20-TUM","37-OT",0.346407259567817,3.2421,32.7608,1.8767,33.2557,"north","north"
"27-OCA","37-OT",0.372981898376548,2.4272,32.6285,1.8767,33.2557,"north","north"
"07-OSG","37-OT",0.44472839873721,3.211,31.7253,1.8767,33.2557,"north","north"
"31-ACA","37-OT",0.414951717464495,2.2699,32.5209,1.8767,33.2557,"north","north"
"18-BOL","37-OT",0.357811979745235,3.2934,32.7822,1.8767,33.2557,"north","north"
"14-OKS","37-OT",0.380113230423138,3.2599,32.2241,1.8767,33.2557,"north","north"
"12-OLO","37-OT",0.438956811565965,3.4016,32.011,1.8767,33.2557,"north","north"
"25-CHU","37-OT",0.319491122787678,2.6069,32.9379,1.8767,33.2557,"north","north"
"02-GAN","37-OT",0.458794064214749,3.2521,31.1231,1.8767,33.2557,"north","north"
"15-NGO","37-OT",0.436690815391712,3.6687,32.5914,1.8767,33.2557,"north","north"
"19-KTC","37-OT",0.406772057126752,3.2823,32.8232,1.8767,33.2557,"north","north"
"30-OLE","37-OT",0.297087397273412,2.3555,32.7159,1.8767,33.2557,"north","north"
"21-KT","37-OT",0.44905475681579,3.1709,32.8049,1.8767,33.2557,"north","north"
"26-OG","37-OT",0.287125961880545,2.4384,32.9124,1.8767,33.2557,"north","north"
"33-AP","37-OT",0.388476811627345,1.9756,32.5386,1.8767,33.2557,"north","north"
"01-AIN","37-OT",0.44739073788754,3.3044,31.1191,1.8767,33.2557,"north","north"
"07-OSG","38-OCU",0.429027180119114,3.211,31.7253,1.847,33.1526,"north","north"
"20-TUM","38-OCU",0.327636667428502,3.2421,32.7608,1.847,33.1526,"north","north"
"03-DUK","38-OCU",0.444158271048374,3.2671,31.1352,1.847,33.1526,"north","north"
"25-CHU","38-OCU",0.285744948127713,2.6069,32.9379,1.847,33.1526,"north","north"
"09-ORB","38-OCU",0.441204828510831,3.6922,31.7799,1.847,33.1526,"north","north"
"32-APU","38-OCU",0.297031124735291,2.0794,32.6762,1.847,33.1526,"north","north"
"36-UGT","38-OCU",0.187839516976147,1.9081,33.1602,1.847,33.1526,"north","north"
"14-OKS","38-OCU",0.385525814176909,3.2599,32.2241,1.847,33.1526,"north","north"
"08-MY","38-OCU",0.423319153625924,3.6828,31.727,1.847,33.1526,"north","north"
"21-KT","38-OCU",0.460369347014655,3.1709,32.8049,1.847,33.1526,"north","north"
"31-ACA","38-OCU",0.42640590273605,2.2699,32.5209,1.847,33.1526,"north","north"
"15-NGO","38-OCU",0.428851076816288,3.6687,32.5914,1.847,33.1526,"north","north"
"33-AP","38-OCU",0.364591268238178,1.9756,32.5386,1.847,33.1526,"north","north"
"01-AIN","38-OCU",0.444692208639863,3.3044,31.1191,1.847,33.1526,"north","north"
"26-OG","38-OCU",0.256430069460401,2.4384,32.9124,1.847,33.1526,"north","north"
"02-GAN","38-OCU",0.444984594003809,3.2521,31.1231,1.847,33.1526,"north","north"
"12-OLO","38-OCU",0.423619615382454,3.4016,32.011,1.847,33.1526,"north","north"
"19-KTC","38-OCU",0.409177249585916,3.2823,32.8232,1.847,33.1526,"north","north"
"37-OT","38-OCU",0.20220732000396,1.8767,33.2557,1.847,33.1526,"north","north"
"28-AKA","38-OCU",0.315551855286429,2.3722,32.6757,1.847,33.1526,"north","north"
"22-OMI","38-OCU",0.363865596400126,3.0113,32.7323,1.847,33.1526,"north","north"
"30-OLE","38-OCU",0.29967143367323,2.3555,32.7159,1.847,33.1526,"north","north"
"10-PAG","38-OCU",0.416944319740287,3.3777,31.994,1.847,33.1526,"north","north"
"18-BOL","38-OCU",0.336327304674329,3.2934,32.7822,1.847,33.1526,"north","north"
"24-KIL","38-OCU",0.312103737011751,2.7403,32.9502,1.847,33.1526,"north","north"
"17-LAG","38-OCU",0.448427958422457,3.4407,32.8529,1.847,33.1526,"north","north"
"27-OCA","38-OCU",0.367629250432738,2.4272,32.6285,1.847,33.1526,"north","north"
"14-OKS","40-KAG",0.370244276665958,3.2599,32.2241,1.8025,33.1034,"north","north"
"22-OMI","40-KAG",0.346058805371503,3.0113,32.7323,1.8025,33.1034,"north","north"
"09-ORB","40-KAG",0.442259243034436,3.6922,31.7799,1.8025,33.1034,"north","north"
"20-TUM","40-KAG",0.308204694337458,3.2421,32.7608,1.8025,33.1034,"north","north"
"17-LAG","40-KAG",0.421933109235863,3.4407,32.8529,1.8025,33.1034,"north","north"
"36-UGT","40-KAG",0.195294736981885,1.9081,33.1602,1.8025,33.1034,"north","north"
"38-OCU","40-KAG",0.190761752243172,1.847,33.1526,1.8025,33.1034,"north","north"
"07-OSG","40-KAG",0.429335721703474,3.211,31.7253,1.8025,33.1034,"north","north"
"21-KT","40-KAG",0.43043429537112,3.1709,32.8049,1.8025,33.1034,"north","north"
"15-NGO","40-KAG",0.401700679019994,3.6687,32.5914,1.8025,33.1034,"north","north"
"10-PAG","40-KAG",0.410445279195618,3.3777,31.994,1.8025,33.1034,"north","north"
"08-MY","40-KAG",0.418413497384549,3.6828,31.727,1.8025,33.1034,"north","north"
"28-AKA","40-KAG",0.31075027970061,2.3722,32.6757,1.8025,33.1034,"north","north"
"31-ACA","40-KAG",0.400339272234285,2.2699,32.5209,1.8025,33.1034,"north","north"
"27-OCA","40-KAG",0.345852829911266,2.4272,32.6285,1.8025,33.1034,"north","north"
"30-OLE","40-KAG",0.293729425779699,2.3555,32.7159,1.8025,33.1034,"north","north"
"24-KIL","40-KAG",0.324197822414016,2.7403,32.9502,1.8025,33.1034,"north","north"
"01-AIN","40-KAG",0.436911589936713,3.3044,31.1191,1.8025,33.1034,"north","north"
"02-GAN","40-KAG",0.448088684332533,3.2521,31.1231,1.8025,33.1034,"north","north"
"25-CHU","40-KAG",0.286255204323096,2.6069,32.9379,1.8025,33.1034,"north","north"
"32-APU","40-KAG",0.278893828707212,2.0794,32.6762,1.8025,33.1034,"north","north"
"33-AP","40-KAG",0.355310447526743,1.9756,32.5386,1.8025,33.1034,"north","north"
"03-DUK","40-KAG",0.448292028624147,3.2671,31.1352,1.8025,33.1034,"north","north"
"18-BOL","40-KAG",0.310261866748787,3.2934,32.7822,1.8025,33.1034,"north","north"
"12-OLO","40-KAG",0.413023913716684,3.4016,32.011,1.8025,33.1034,"north","north"
"26-OG","40-KAG",0.254647003591518,2.4384,32.9124,1.8025,33.1034,"north","north"
"37-OT","40-KAG",0.227502666830859,1.8767,33.2557,1.8025,33.1034,"north","north"
"19-KTC","40-KAG",0.375479209342321,3.2823,32.8232,1.8025,33.1034,"north","north"
"17-LAG","43-OS",0.495324450041737,3.4407,32.8529,1.5252,33.497,"north","north"
"21-KT","43-OS",0.455553897601139,3.1709,32.8049,1.5252,33.497,"north","north"
"28-AKA","43-OS",0.403235724668919,2.3722,32.6757,1.5252,33.497,"north","north"
"31-ACA","43-OS",0.452321018909729,2.2699,32.5209,1.5252,33.497,"north","north"
"40-KAG","43-OS",0.358671366330967,1.8025,33.1034,1.5252,33.497,"north","north"
"15-NGO","43-OS",0.433584586773001,3.6687,32.5914,1.5252,33.497,"north","north"
"36-UGT","43-OS",0.340059044127771,1.9081,33.1602,1.5252,33.497,"north","north"
"20-TUM","43-OS",0.425540908477804,3.2421,32.7608,1.5252,33.497,"north","north"
"32-APU","43-OS",0.387417232019998,2.0794,32.6762,1.5252,33.497,"north","north"
"12-OLO","43-OS",0.48066639808216,3.4016,32.011,1.5252,33.497,"north","north"
"38-OCU","43-OS",0.391568606731589,1.847,33.1526,1.5252,33.497,"north","north"
"30-OLE","43-OS",0.391321937239877,2.3555,32.7159,1.5252,33.497,"north","north"
"19-KTC","43-OS",0.450672179702039,3.2823,32.8232,1.5252,33.497,"north","north"
"26-OG","43-OS",0.374852246682845,2.4384,32.9124,1.5252,33.497,"north","north"
"24-KIL","43-OS",0.411982205716605,2.7403,32.9502,1.5252,33.497,"north","north"
"10-PAG","43-OS",0.487938910249452,3.3777,31.994,1.5252,33.497,"north","north"
"27-OCA","43-OS",0.41001768771505,2.4272,32.6285,1.5252,33.497,"north","north"
"18-BOL","43-OS",0.418037327397543,3.2934,32.7822,1.5252,33.497,"north","north"
"01-AIN","43-OS",0.459304285044627,3.3044,31.1191,1.5252,33.497,"north","north"
"07-OSG","43-OS",0.47122760775299,3.211,31.7253,1.5252,33.497,"north","north"
"14-OKS","43-OS",0.429421241378658,3.2599,32.2241,1.5252,33.497,"north","north"
"02-GAN","43-OS",0.469271463685377,3.2521,31.1231,1.5252,33.497,"north","north"
"37-OT","43-OS",0.345422497924376,1.8767,33.2557,1.5252,33.497,"north","north"
"09-ORB","43-OS",0.481522042634228,3.6922,31.7799,1.5252,33.497,"north","north"
"03-DUK","43-OS",0.474478579654658,3.2671,31.1352,1.5252,33.497,"north","north"
"25-CHU","43-OS",0.366700021965716,2.6069,32.9379,1.5252,33.497,"north","north"
"22-OMI","43-OS",0.44809381257988,3.0113,32.7323,1.5252,33.497,"north","north"
"33-AP","43-OS",0.444579500056769,1.9756,32.5386,1.5252,33.497,"north","north"
"08-MY","43-OS",0.47384971556076,3.6828,31.727,1.5252,33.497,"north","north"
"14-OKS","44-MK",0.502946172380589,3.2599,32.2241,1.3471,33.8933,"north","north"
"27-OCA","44-MK",0.486232019731434,2.4272,32.6285,1.3471,33.8933,"north","north"
"03-DUK","44-MK",0.528446183091566,3.2671,31.1352,1.3471,33.8933,"north","north"
"08-MY","44-MK",0.556330203019987,3.6828,31.727,1.3471,33.8933,"north","north"
"10-PAG","44-MK",0.566066613523781,3.3777,31.994,1.3471,33.8933,"north","north"
"19-KTC","44-MK",0.533882895573809,3.2823,32.8232,1.3471,33.8933,"north","north"
"24-KIL","44-MK",0.482767778283753,2.7403,32.9502,1.3471,33.8933,"north","north"
"30-OLE","44-MK",0.45156225907285,2.3555,32.7159,1.3471,33.8933,"north","north"
"07-OSG","44-MK",0.55444750056894,3.211,31.7253,1.3471,33.8933,"north","north"
"15-NGO","44-MK",0.499395817362763,3.6687,32.5914,1.3471,33.8933,"north","north"
"26-OG","44-MK",0.444846390451902,2.4384,32.9124,1.3471,33.8933,"north","north"
"25-CHU","44-MK",0.448282849162015,2.6069,32.9379,1.3471,33.8933,"north","north"
"36-UGT","44-MK",0.383732616524183,1.9081,33.1602,1.3471,33.8933,"north","north"
"20-TUM","44-MK",0.495358667851832,3.2421,32.7608,1.3471,33.8933,"north","north"
"01-AIN","44-MK",0.539727260504281,3.3044,31.1191,1.3471,33.8933,"north","north"
"17-LAG","44-MK",0.548477014163504,3.4407,32.8529,1.3471,33.8933,"north","north"
"40-KAG","44-MK",0.41806451473261,1.8025,33.1034,1.3471,33.8933,"north","north"
"32-APU","44-MK",0.439157807361287,2.0794,32.6762,1.3471,33.8933,"north","north"
"21-KT","44-MK",0.564513790610855,3.1709,32.8049,1.3471,33.8933,"north","north"
"18-BOL","44-MK",0.485512589991822,3.2934,32.7822,1.3471,33.8933,"north","north"
"37-OT","44-MK",0.381471657052042,1.8767,33.2557,1.3471,33.8933,"north","north"
"22-OMI","44-MK",0.517044491568751,3.0113,32.7323,1.3471,33.8933,"north","north"
"28-AKA","44-MK",0.484225809853977,2.3722,32.6757,1.3471,33.8933,"north","north"
"02-GAN","44-MK",0.529767125184496,3.2521,31.1231,1.3471,33.8933,"north","north"
"12-OLO","44-MK",0.549008758757037,3.4016,32.011,1.3471,33.8933,"north","north"
"33-AP","44-MK",0.497716605505152,1.9756,32.5386,1.3471,33.8933,"north","north"
"38-OCU","44-MK",0.419144819351748,1.847,33.1526,1.3471,33.8933,"north","north"
"09-ORB","44-MK",0.545599410103735,3.6922,31.7799,1.3471,33.8933,"north","north"
"31-ACA","44-MK",0.504356914302097,2.2699,32.5209,1.3471,33.8933,"north","north"
"43-OS","44-MK",0.278995012467447,1.5252,33.497,1.3471,33.8933,"north","north"
"07-OSG","45-BKD",0.5209184270664,3.211,31.7253,1.3491,34.0444,"north","north"
"44-MK","45-BKD",0.249737130341963,1.3471,33.8933,1.3491,34.0444,"north","north"
"37-OT","45-BKD",0.357391262808794,1.8767,33.2557,1.3491,34.0444,"north","north"
"30-OLE","45-BKD",0.406332120548705,2.3555,32.7159,1.3491,34.0444,"north","north"
"25-CHU","45-BKD",0.399601289107837,2.6069,32.9379,1.3491,34.0444,"north","north"
"32-APU","45-BKD",0.390785147845538,2.0794,32.6762,1.3491,34.0444,"north","north"
"33-AP","45-BKD",0.46959158912793,1.9756,32.5386,1.3491,34.0444,"north","north"
"03-DUK","45-BKD",0.510004028221567,3.2671,31.1352,1.3491,34.0444,"north","north"
"31-ACA","45-BKD",0.482659317660579,2.2699,32.5209,1.3491,34.0444,"north","north"
"21-KT","45-BKD",0.524496754890481,3.1709,32.8049,1.3491,34.0444,"north","north"
"38-OCU","45-BKD",0.375297329823279,1.847,33.1526,1.3491,34.0444,"north","north"
"01-AIN","45-BKD",0.532187580527569,3.3044,31.1191,1.3491,34.0444,"north","north"
"24-KIL","45-BKD",0.454316631418748,2.7403,32.9502,1.3491,34.0444,"north","north"
"10-PAG","45-BKD",0.541340102853949,3.3777,31.994,1.3491,34.0444,"north","north"
"28-AKA","45-BKD",0.448059867036053,2.3722,32.6757,1.3491,34.0444,"north","north"
"14-OKS","45-BKD",0.460636724510993,3.2599,32.2241,1.3491,34.0444,"north","north"
"15-NGO","45-BKD",0.459759689737727,3.6687,32.5914,1.3491,34.0444,"north","north"
"17-LAG","45-BKD",0.507348654730179,3.4407,32.8529,1.3491,34.0444,"north","north"
"36-UGT","45-BKD",0.356723056532684,1.9081,33.1602,1.3491,34.0444,"north","north"
"09-ORB","45-BKD",0.506809603166373,3.6922,31.7799,1.3491,34.0444,"north","north"
"40-KAG","45-BKD",0.38480764903137,1.8025,33.1034,1.3491,34.0444,"north","north"
"26-OG","45-BKD",0.413345104558495,2.4384,32.9124,1.3491,34.0444,"north","north"
"19-KTC","45-BKD",0.47983164556996,3.2823,32.8232,1.3491,34.0444,"north","north"
"12-OLO","45-BKD",0.524989538072539,3.4016,32.011,1.3491,34.0444,"north","north"
"08-MY","45-BKD",0.507982536172221,3.6828,31.727,1.3491,34.0444,"north","north"
"20-TUM","45-BKD",0.44491661959259,3.2421,32.7608,1.3491,34.0444,"north","north"
"18-BOL","45-BKD",0.430537845632107,3.2934,32.7822,1.3491,34.0444,"north","north"
"22-OMI","45-BKD",0.469890835187544,3.0113,32.7323,1.3491,34.0444,"north","north"
"02-GAN","45-BKD",0.511970011611067,3.2521,31.1231,1.3491,34.0444,"north","north"
"27-OCA","45-BKD",0.450420675409527,2.4272,32.6285,1.3491,34.0444,"north","north"
"43-OS","45-BKD",0.329599967633416,1.5252,33.497,1.3491,34.0444,"north","north"
"07-OSG","46-PT",0.507411498521305,3.211,31.7253,1.1488,33.7969,"north","north"
"18-BOL","46-PT",0.44504303486783,3.2934,32.7822,1.1488,33.7969,"north","north"
"24-KIL","46-PT",0.457459028868796,2.7403,32.9502,1.1488,33.7969,"north","north"
"31-ACA","46-PT",0.453494140889863,2.2699,32.5209,1.1488,33.7969,"north","north"
"21-KT","46-PT",0.511065372684121,3.1709,32.8049,1.1488,33.7969,"north","north"
"22-OMI","46-PT",0.473476907769997,3.0113,32.7323,1.1488,33.7969,"north","north"
"43-OS","46-PT",0.253657183077255,1.5252,33.497,1.1488,33.7969,"north","north"
"26-OG","46-PT",0.413075972213342,2.4384,32.9124,1.1488,33.7969,"north","north"
"09-ORB","46-PT",0.516612730751345,3.6922,31.7799,1.1488,33.7969,"north","north"
"36-UGT","46-PT",0.394528414290323,1.9081,33.1602,1.1488,33.7969,"north","north"
"33-AP","46-PT",0.46650423567062,1.9756,32.5386,1.1488,33.7969,"north","north"
"25-CHU","46-PT",0.415018275806806,2.6069,32.9379,1.1488,33.7969,"north","north"
"14-OKS","46-PT",0.446536539355462,3.2599,32.2241,1.1488,33.7969,"north","north"
"20-TUM","46-PT",0.446991828800358,3.2421,32.7608,1.1488,33.7969,"north","north"
"10-PAG","46-PT",0.505045652643107,3.3777,31.994,1.1488,33.7969,"north","north"
"17-LAG","46-PT",0.506499009170356,3.4407,32.8529,1.1488,33.7969,"north","north"
"08-MY","46-PT",0.492115773018496,3.6828,31.727,1.1488,33.7969,"north","north"
"27-OCA","46-PT",0.448669823161535,2.4272,32.6285,1.1488,33.7969,"north","north"
"30-OLE","46-PT",0.421597163206305,2.3555,32.7159,1.1488,33.7969,"north","north"
"32-APU","46-PT",0.418680057811661,2.0794,32.6762,1.1488,33.7969,"north","north"
"40-KAG","46-PT",0.40999868845217,1.8025,33.1034,1.1488,33.7969,"north","north"
"28-AKA","46-PT",0.434191343064526,2.3722,32.6757,1.1488,33.7969,"north","north"
"15-NGO","46-PT",0.453800795135435,3.6687,32.5914,1.1488,33.7969,"north","north"
"12-OLO","46-PT",0.499320633766065,3.4016,32.011,1.1488,33.7969,"north","north"
"19-KTC","46-PT",0.479650257273996,3.2823,32.8232,1.1488,33.7969,"north","north"
"45-BKD","46-PT",0.310923941795085,1.3491,34.0444,1.1488,33.7969,"north","north"
"01-AIN","46-PT",0.483551508733426,3.3044,31.1191,1.1488,33.7969,"north","north"
"03-DUK","46-PT",0.495922473484711,3.2671,31.1352,1.1488,33.7969,"north","north"
"44-MK","46-PT",0.2441201839741,1.3471,33.8933,1.1488,33.7969,"north","north"
"38-OCU","46-PT",0.421309505061548,1.847,33.1526,1.1488,33.7969,"north","north"
"37-OT","46-PT",0.378528363777692,1.8767,33.2557,1.1488,33.7969,"north","north"
"02-GAN","46-PT",0.477154503496477,3.2521,31.1231,1.1488,33.7969,"north","north"
"38-OCU","47-BK",0.4119460886961,1.847,33.1526,1.0068,33.8574,"north","north"
"09-ORB","47-BK",0.501818464225769,3.6922,31.7799,1.0068,33.8574,"north","north"
"18-BOL","47-BK",0.421707247607794,3.2934,32.7822,1.0068,33.8574,"north","north"
"22-OMI","47-BK",0.45325407063187,3.0113,32.7323,1.0068,33.8574,"north","north"
"20-TUM","47-BK",0.432996234925638,3.2421,32.7608,1.0068,33.8574,"north","north"
"40-KAG","47-BK",0.397542754894587,1.8025,33.1034,1.0068,33.8574,"north","north"
"17-LAG","47-BK",0.498214446448489,3.4407,32.8529,1.0068,33.8574,"north","north"
"27-OCA","47-BK",0.425119917677011,2.4272,32.6285,1.0068,33.8574,"north","north"
"08-MY","47-BK",0.481228307592849,3.6828,31.727,1.0068,33.8574,"north","north"
"01-AIN","47-BK",0.469472745352634,3.3044,31.1191,1.0068,33.8574,"north","north"
"33-AP","47-BK",0.465184023155234,1.9756,32.5386,1.0068,33.8574,"north","north"
"15-NGO","47-BK",0.419654282680866,3.6687,32.5914,1.0068,33.8574,"north","north"
"46-PT","47-BK",0.158220399405216,1.1488,33.7969,1.0068,33.8574,"north","north"
"07-OSG","47-BK",0.478490899686836,3.211,31.7253,1.0068,33.8574,"north","north"
"36-UGT","47-BK",0.382569752403959,1.9081,33.1602,1.0068,33.8574,"north","north"
"30-OLE","47-BK",0.421742631343967,2.3555,32.7159,1.0068,33.8574,"north","north"
"28-AKA","47-BK",0.429937638422344,2.3722,32.6757,1.0068,33.8574,"north","north"
"03-DUK","47-BK",0.488523344479729,3.2671,31.1352,1.0068,33.8574,"north","north"
"12-OLO","47-BK",0.494762407781254,3.4016,32.011,1.0068,33.8574,"north","north"
"44-MK","47-BK",0.251419941968143,1.3471,33.8933,1.0068,33.8574,"north","north"
"26-OG","47-BK",0.404122790146792,2.4384,32.9124,1.0068,33.8574,"north","north"
"31-ACA","47-BK",0.446601129289711,2.2699,32.5209,1.0068,33.8574,"north","north"
"24-KIL","47-BK",0.437298020067184,2.7403,32.9502,1.0068,33.8574,"north","north"
"21-KT","47-BK",0.481801199609663,3.1709,32.8049,1.0068,33.8574,"north","north"
"14-OKS","47-BK",0.438106416314992,3.2599,32.2241,1.0068,33.8574,"north","north"
"43-OS","47-BK",0.247690170208469,1.5252,33.497,1.0068,33.8574,"north","north"
"02-GAN","47-BK",0.462548270919438,3.2521,31.1231,1.0068,33.8574,"north","north"
"10-PAG","47-BK",0.49794848892527,3.3777,31.994,1.0068,33.8574,"north","north"
"25-CHU","47-BK",0.396498952570254,2.6069,32.9379,1.0068,33.8574,"north","north"
"37-OT","47-BK",0.381876625592957,1.8767,33.2557,1.0068,33.8574,"north","north"
"45-BKD","47-BK",0.295119030300911,1.3491,34.0444,1.0068,33.8574,"north","north"
